gakkai-0000000388	PE薄膜のSelf-healing破壊の温度特性のワイブル分布による検討	PE薄膜の自己回復性破壊の測定結果について、電圧印加回数の増加に対する絶縁破壊の強さ(Eb)の増加を検討するためワイブル分布で整理した。この試料の温度特性では、2本の直線で近似することができ、Ebの低い側は弱点の分布を示し、高い側は弱点が除かれた本質的な分布を示している。前者は温度の低下とともにEbは大きくなるが、後者ほど大きくならない。また、その個数の全体に占める割合も減少することが判った。弱点は非晶質の多い球晶境界に生じており、その振舞がPEのガラス転移に関係していることが判った。
gakkai-0000000391	極低温領域における有極性高分子フィルムの絶縁破壊特性	筆者らは、これまでに極低温においても熱収縮の影響を排除して正確な絶縁破壊の強さ(Fb)を求めることのできる試料を開発し、各種高分子フィルムのFbの温度依存性を調べてきた。その結果、代表的な有極性高分子材料であるポリ塩化ビニル(PVC)フィルムの絶縁破壊の強さが極低温で特異な温度依存性を示すことを報告した。今回、エチレン酢酸ビニル共重合体(EVA)フィルムにおいても同様な傾向が認められ、これらの点について、延伸による試料のモフォロジーの違いや各種空間電荷の形成、熱破壊過程などを考慮して、現在検討を進めている。
gakkai-0000000394	エチレンースチレン共重合体の高次構造が絶縁破壊特性におよぼす影響	エチレンースチレン共重合体において、ベンゼン環の存在形態の差異による高次構造の変化が絶縁破壊特性におよぼす影響について調べた。その結果、ポリエチレンとポリスチレンのブレンドおよびグラフト共重合体の80℃におけるインパルス破壊電界は、ほぼスチレン含有率に比例して上昇していくことがわかった。一方、ランダム共重合体では、スチレン含有率0.22wt%において高い破壊電界が得られた。前者では、スチレンはポリスチレン粒子の形で存在しているため、ベンゼン環の電子エネルギー吸収効果という形での破壊電界の上昇は少ないと考えられる。後者では、スチレンの分散性が極めて良いため、ベンゼン環の電子エネルギー吸収効果が有効に作用したと考えられる。
gakkai-0000000397	空気/高分子フィルム複合体の破壊	シリコーン油, 高分子フィルム複合体における負針の場合は、電荷推積によるフィルム破壊を引き金に比較的低い電圧で破壊が起ることを報告している。この原因は正ストリーマの油中での進展が容易であるからと結論づけた。この考えに立てば、空気/フィルム複合体でも同様な現象が起ることが期待できる。実験結果は予想通り、フィルムを球陽極上に置いた場合の方が、空気単独の負針の場合よりも長ギャップの時、はるかに破壊電圧が低かった。さらにフィルム破壊から全路破壊に至る電圧上昇過程において、フィルムの破壊点から正ストリーマが負針に向って進展することを確認した。この事実は負針における複合体の破壊機構を直接的に示す上で重要である。
gakkai-0000000400	誘導性負荷を含む回路の電流と電源電圧が接点開離アーク継続時間に及ぼす影響	電気回路中の接点開離時に発生するアーク放電の継続時間を算出する方法として、アークの定常V-I特性と回路方程式を組み合わせる解法がある。誘導性回路の場合、回路方程式は一階の微分方程式となる。本研究では、アークV-I特性として、Holmの特性を式で近似して用い、微分方程式をRunge-Kutta法で解いてアーク継続時間を求めた。電源電圧を10〜50£V|、回路電流を0.5〜5£A|の範囲で変えて、その影響のし方を調べた。さらに実測によってアーク継続時間を調べ両者を比較したところ、計算値は測定値の傾向を良く表わしていることがわかったが、回路電流1£A|以下や、電源電圧50£V|付近では両者の差が目立った。
gakkai-0000000403	高温加熱によるニッケルめっき銅線の電気抵抗増加の予測	300℃を越えるような高温で使用されるモータの巻線には、酸化防止の意味でニッケルめっき銅線が使用される。ところが、高温での使用時にニッケルめっきと銅母材との相互拡散により抵抗増加が起り、モータ特性の低下の原因になる。この点から、モータ設計にあたってはニッケルめっき銅線の抵抗増加を把握しておく必要がある。そこで、拡散による抵抗増加の考え方と1年間の加熱試験から抵抗増加の予測式を求め、ニッケルめっき銅線の仕様(線径,めっき厚)を決れば抵抗増加値を予測できることを明らかにした。この式は、めっき厚1.8μm以上で成り立ち、抵抗増加は線径が大きく、めっき厚さが薄い程少ない。絶縁被覆をしても少なくなる。
gakkai-0000000406	超伝導YBa_2Cu_3Oxセラミクスの劣化	YBa_2Cu_3Ox超伝導セラミクスは、水分に対して非常に劣化しやすい材料である。そこで、In_2O_3やBi_2O_3などの各種酸化物を、1〜5wt%添加して焼結することで、超伝導特性の電流密度はいくぶん向上し、水分に対する劣化も、かなり向上した。85℃で100%の湿度中で、加速エージングした結果、無添加試料は、30分間で劣化したが、In_2O_3添加試料は、5時でもほとんど劣化しなかった。
gakkai-0000000409	メッシュ電極を用いた低周波(50Hz)室温プラズマCVDによるSiNx膜	我々は今まで、低周波(50Hz)プラズマCVDによりシリコン窒化膜を室温で推積しその膜質が基板加熱高周波(RF)プラズマCVDによるものと変らないことを報告してきた。シリコン窒化膜の室温推積は、RFプラズマCVDでは不可能である。低周波プラズマCVDでこれが可能な理由は、プラズマ中にRFプラズマよりも多く存在する高エネルギーのN_2^+イオンが基板表面に射突し再配列に必要なエネルギーを供給するためであると考えられる。今回はイオン射突を減じた状態で推積を行なった。得られた膜は、ストイキオメトリから若干ずれた組成であった。これはイオンが減り再配列に必要なエネルギーが十分に与えられなかったためと考えられる。
gakkai-0000000412	SAWデバイスを用いた膜厚-ストレスセンサ	SAWデバイスを真空槽内でのinsity測定可能な膜厚-ストレスセンサとして用いる事を試みているが、SAWデバイスの非電極面にSiO_2膜をスパッタリングにて成膜し、膜厚変化に対する素子にかかる力を計算して、その周波数偏移を測定した。又プラズマ重合プロピレン膜を同様に成膜し、大気中でのアニーリングにより膜厚一定で内部応力を変化させる事によりその周波数変化をみた。共振周波数偏移の測定はレファレンス素子との差をみているがΔf, fはストレスの変化により変化した。しかしながら未だ、内部応力測定における誤差、周波数測定におけるプロットのバラツキが大きく、また、理論的解析も実地に即しておらず、今後の課題となっている。
gakkai-0000000415	ポリイミド薄膜の電気伝導特性と絶縁破壊特性	ポリイミドフィルムは、デュポン製の溶液でスピンコーティングによりステンレス板上に作製され、電極として金蒸着を施した。充電電流の温度依存性を膜厚4μm、温度300℃のもとで測定し、電界1MV, cmでの抵抗率は、10^&lt;16&gt;〜10^&lt;13&gt;Ωcmであった。交流導電率の温度依存性を膜厚4μm、温度-50〜200℃、周波数100〜10KHzのもとで測定し、100Hzでの導電率は10^&lt;14&gt;Ωcmであった。同時に測定した静電容量から求めた比誘電率は、約3.2であった。絶縁破壊強さの電界上昇率依存性を膜厚2μm、温度20℃のもとで測定し、破壊強さは自己回復性破壊で約6MV/cm、針電極で約12MV/cmであった。
gakkai-0000000418	プラズマ重合高分子薄膜の交流絶縁破壊	高分子絶縁材料の交流絶縁破壊特性を、セルフヒーリング破壊を行って測定した。試料の温度を室温から180£℃|まで変化させながら、各温度で約20個ずつ破壊値を測定し、その後、温度を下げながら、各温度で破壊値を測定した。この昇温、降温を同一の試料で2回繰り返し、破壊値の温度依存性と熱処理の影響を調べた。その結果、1回目の昇温時には、破壊値の温度依存性が少ないが、1回目の降温時には負の温度依存性が現れること、2回目の昇温時と降温時は破壊値が近い値を示すこと、1回目に比べて2回目のほうが破壊値が上昇することがわかった。
gakkai-0000000421	金含有プラズマ重合膜の諸特性、及び、全ドライX線リソグラフィ用マスクへの応用	金含有プラズマ重合膜(Au-C)を全ドライX線リソグラフィ用マスクのX線吸収体として用いる事を試みAu-C膜, ポリイミドのマスク試作,X線ダメージ,内部応力の制御を調べて来たが、今回、膜の諸特性として、金含有量の成膜条件依存性,膜の内部応力,金のグレンサイズ,抵抗率,深さ方向の金の濃度分布等を調べた。その結果、金は島状に存在し金微粒子の成長がプラズマ重合プロピエンの成長によって妨げられている膜成長過程を想像するに足るデータを得た。さらにプラズマCVD-BCN膜をマスク支持体に用い、全ドライX線マスク作成を試みた。その結果は当日発表の予定。
gakkai-0000000424	ポリジアセチレンLB膜の電気的特性	ポリジアセチレン ラングミュア・ブロジェット(PDA LB)膜は、重合性LB膜のひとつであり、絶縁性超薄膜への応用も考えられている。一般に、LB膜はその構成分子が長鎖アルキル基を持つため、膜厚方向に対して絶縁性である。しかしながら、各層間界面(親水基界面,疎水基界面)におけるトラッピングや、分子のもつダイポールモーメントの影響等、不明の点が多い。脂肪酸LB膜に比べ耐熱性等に優れるといわれているPDA LB膜においては、共役π電子系から成る主鎖の影響も考えられる。本報告では、PDA LB膜の熱刺激電流(TSC)特性を中心に調べている。その結果、上述の問題点に関係すると思われる特異なTSC特性が得られた。
gakkai-0000000427	臭素をドープしたニッケルフタロシアニン薄膜の電気物性と臭素のイオン形態	臭素をドープしたニッケルフタロシアニン蒸着膜のドーピング量X(=Br, Ni)が1を越えたレベルでの多結晶構造の崩壊の原因として、臭素の直鎖状B&lt;r3(1)-&gt;イオンから非直線形B__&lt;r5(1)-&gt;イオンへのイオン形態の変化が考えられるため共鳴ラマンスペクトルの測定を行ったが、結晶系の相変化の起こるX&lt;1のレベルではB&lt;r3(1)-&gt;イオンの存在が確認されたものの、X&gt;1のレベルでは膜の非晶質化に伴うラマン散乱強度の低下のため、臭素の他のイオン形態を確認することは困難であった。しかし、一つの別の考え方として直鎖状のB&lt;r3(1)-&gt;イオン間の捻れによるdisorderが非晶質化の原因である可能性が示唆された。
gakkai-0000000430	電解重合法による導電性高分子のフラクタルについて	導電性高分子は最近、電気化学的重合法(電解重合)を用いて比較的容易に重合できるようになった。通常得られる導電性高分子は電極板上にフィルムとして得られるが、良質なものが得られる条件は限られている。また導電性高分子の種類によって大きく異なる。我々は、この重合法を用いて条件により電極表面上だけでなく溶液面に平行な2次元的成長をする導電性高分子を観測した。この2次元的パターンのフラクタル性を調べた。またフラクタル次元の電在依存性などをポリピロールの場合で行なった。
gakkai-0000000433	グラファイトファイバー・Brzインターカレーションの電気物性	高い配向性を持つグラファイトファイバーをホストとし、室温でBr_2のインターカレーションを行なった。その結果第4〜第5ステージのGICがうまく合成され、その室温での電気抵抗率はホストファイバーの1, 6倍に当る約10μΩcmであった。また、Br_2・ICGFは優れた大気及び温度安定性(〜200℃)を示し、実用上の観点からも十分評価できるものであった。
gakkai-0000000436	銅蒸気レーザーの放電特性	銅蒸気レーザー(Al_2O_3管内径:34mm)の放電電流及び電圧を計測した。放電プラズマは放電管のインダクタンスと抵抗との直列回路で模擬し、プラズマ抵抗の時間変化を求めた。この時、電流は放電管の中を一様に流れていると仮定した。得られたデータの一例(但し、この例では発振状態ではない)では放電初期にはプラズマ抵抗は200Ωを越えている。この場合、放電初期には電子密度は10^&lt;12&gt;cm^&lt;-3&gt;以下であると考えられる。これらのデータは表皮効果の影響を考える上で重要である。
gakkai-0000000439	放電励起エキシマレーザの検討-1	放電励起エキシマレーザでは、効率向上のポイントの一つとして、主放電回路のインダクタンスをできるだけ小さくして立ち上がりの速い電流を流し、強励起することがある。主放電回路の形状が簡単なレーザ装置では近似式によってかなり正確にインダクタンスを計算できるが、最適設計を行うには不十分である。そこで、汎用磁場解析プログラムを用いて、レーザ実験装置のインダクタンス計算を行い、放電実験による実測値との比較を行った。計算結果13.6nHに対して実測値は17.5nHとなり、計算モデルをもっと実際の装置に近づけるようにすれば、このプログラムによってもっと正確にインダクタンスを求めることができると考えられる。
gakkai-0000000442	マルチモードファイバの曲げ損失の解析	本稿では一定の曲率半径で比較的緩やかに曲げられた弱導波マルチモードファイバの曲げ部からの放射損失を解析した。ここでは、ファイバ内の導波モードをLPeq(linearly polarized)モードとし、ファイバの外部の放射界を外向円筒波の重ね合わせで表現した。展開係数はファイバの外接面上でそれらの電磁界を整合させることによって決定し、曲げ部からの放射損失を算出している。
gakkai-0000000445	可撓中空導波路のパルスCO_2レーザ伝送特性	最近、加工及び医療方面でパルスCO_2レーザが注目され、その利用が検討されている。従来、我々は中空導波路の連続発振CO_2レーザの伝送特性について調べてきた。今回は高尖頭値・短パルス繰返しCO_2レーザの伝送特性について調べたので報告するる。入射パルス尖頭頭値500KW(40mj, pulse)の場合、直線状態の中空導波路長さ1mを伝送して得られた放射パルス尖頭値は450KW(36mj/pulse)であり、伝送率は90%であった。半径15cm、角度90°の曲げ状態の伝送率は80%であった。これらの値はいずれも連続発振CO_2レーザの場合と同じであり、試作した中空導波路らパルスCO_2レーザ伝送に対しても使用できることが明らかになった。
gakkai-0000000448	エキシマレーザの水中透過特性	最近、高出力のエキシマレーザが普及し、医療分野でもその利用が活発になってきた。従来のCO_2レーザメスに較べ、エキシマレーザは生体に与える熱影響が少なく、鋭利な切開ができるため注目されている。ここでは、エキシマレーザによる生体の切開機構の解明を目的として、水による吸収を調べた。エキシマレーザにはKrF(248nm)とXecl(308nm)を用いた。実験の結果、純水の透過性はArレーザ、He-Neレーザと同程度の透過を示すことが判った。すなわち、エキシマレーザでは水による吸収が少ないので、生体組織自体に吸収され、切開されると考えられる。
gakkai-0000000451	1波蓄積中継方式による雨量テレメータシステム	ダム管理に当っては、集水地域内に雨量観測施設を設置し、観測データを用いてダムに流入する河川水量の状況把握および降雨状況による河川増水、減水の予測を行う必要がある。東北電力(株)八久和ダム(山形県朝日村)においてもダム及び集水地域に隣接した地点の観測データに基づいて予測を行っているが、山岳特有の気象により流域内全般の降雨状況の把握が難しく、出水予測が一層困難になってきていた。この問題を解決する為、無線方式を使用した2つの雨量観測施設を新設したが、このシステムで採用した1波蓄積中継方式システムについて報告する。本システムにより電波が直接到達しない観測局であっても雨量を監視することが可能になり、電波の有効利用がはかられる。
gakkai-0000000454	静電誘引形インクジェットの検討-ジグザグ処理による階調画像再生-	静電誘引形インクジェットの誘電性インクに特有な曳糸の状態遷移(曳糸領域,霧化領域,散乱領域)を利用して階調画像再生を試みた。この曳糸は印加電圧を制御することにより、その曳糸長が可変となる。従って、高濃度の部分は曳糸、低濃度の部分は霧化を利用することにより階調画像再生が可能となる。今回、曳糸の状態遷移に新たにジグザグ処理を施すことにより補間を行なった場合と同様な結果が得られたものと考えられる。その結果、よりソフトな画像が再生されたものと思われる。さらに今後は、ジグザグ処理の手法について検討を行なう必要があると考えられる。
gakkai-0000000457	CMOS′RSフリップフロップのメタステーブル状態の検討	RSフリップフロップは、入力条件によっては出力にある期間メタステーブル状態と呼ばれる現象が発生する。本稿では、CMOS・NANDゲートで構成したRSフリップのメタステーブル状態を検討するために、NANDゲートの出力段のFETの電流特性を考慮した素子モデルを提案し、このモデルによりメタステーブル状態の計算機シミュレーションを行った。
gakkai-0000000460	ACワイド入力形スイッチング電源における雑音端子電圧の解析	100V,200V共用の50Wクラスのスイッチング電源は雑音端子電圧(以下ノイズ)をVDE0871のBレベルに適合させるようにラインフィルタを設ける。ここではノーマルモードノイズを上記規制値まで低減させるために、ラインフィルタをどのように構成するか検討した。ノーマルモードノイズ電圧は整流後の平滑コンデンサのESRと、このコンデンサの放電電流とによって発生する。LC2段型フィルタの場合は(1)入力側チョークコイルのインダクタンスを出力側のチョークコイルのインダクタンスよりも小さくすること(2)コンデンサは静電容量が小さい場合には両コイルの接続点に設けることによって、所要のフイルタ素子を小さくすることができる。
gakkai-0000000463	電力・光複合引込み線の試作・評価	加入者系への光伝送システムの導入が進んでいるが、光ファイバの配電柱からの引込みは、電力線と一体化して一本のケーブルにすることにより、布設工事上、美観上ならびに家屋への引留めの点からも好ましいという利点がある。今回DV電線と光ケーブルを複合した引込み線の構造について検討し試作・評価を実施した。その概要を述べている。
gakkai-0000000466	位相制御型高周波バイアススパッタ装置の基本特性	基板側とターゲット側の高周波電圧の位相差を任意に設定できる高周波バイアススパッタ装置を用いて、位相差と基板投入電力を独立に制御した場合の絶縁膜の成膜特性を検討した。各種動作パラメータを変えて、アルミナ膜の成膜速度を測定した結果、(1)基板側の負バイアスを一定にした場合、成膜速度を最大にする最適な位相差があり、ターゲット投入電力を変えると、最適な位相差も変化すること、(2)成膜速度を最大にする最適な負バイアスが、-200V付近に存在すること、(3)最適条件で、ターゲット投入電力を増加させると、これにほぼ比例して成膜速度が増加すること、等が明らかとなった。
gakkai-0000000469	GaN青色発光素子の特性劣化と回復	MIS構造のGaN青色発光素子について通電加速劣化試験を行なった。発光強度の経時劣化パターンを明らかにし,併せて観測したダイオード特性および発光スペクトルの経時変化との相関関係について比較・検討を加えた。また劣化した特性が逆バイアス印加により回復する効果を見い出した。劣化および回復のメカニズムとしてI層中のZnの挙動が推察された。
gakkai-0000000472	GTOのターンオフ特性の最適化について	GTOのピークターンオフ電流(I_&lt;TGQ&gt;)を決定する大きな要因はゲート、カソード間の接合直下の抵抗(R_&lt;PB&gt;)である。 従来はこのR_&lt;PB&gt;の代りにPベース層表面濃度C_&lt;PB&gt;、又はnエミッタ層を無視した場合のベース抵抗P_&lt;PB&gt;が測定され、これらのパラメータとI_&lt;TGQ&gt;との関係が調査されていた。 今回R_&lt;PB&gt;を完成された素子について直接測定することによりI_&lt;TGQ&gt;とトレードオフの関係にあるI_&lt;GT&gt;との相関々係がより一層明確になり精度の高いウェハ設計が可能となりI_&lt;TGQ&gt;=2500A、I_&lt;GT&gt;=2.5A、V_D=4.5kvのGTOを得ることができた。
gakkai-0000000475	4500V-4500AGTOサイリスタ	オフ電圧4500V、可制御電流4500Aの埋込ゲート構造のGTOを開発した。大口径化に伴うターンオフ時のゲート引出し抵抗の増大を抑制するため、メタルゲートを幹状及び同心円状に配置すると共に、高濃度の埋込層からの欠陥の進展を抑制し、ライフタイムの面内均一化を図る目的でカソードチャネルの長手方向をシリコンのすべり線の方向に垂直な〈zii〉方向に配置する構造を採用した。これにより、ターンオフ時の電流集中が緩和され大電流を遮断することが可能となった。
gakkai-0000000478	SIサイリスタのdi/dt耐量について	レーザ電源は高電圧・大電流を極めて短時間に通流させる必要がある。これまでサイラトロンが使用されている。サイラトロンは寿命が短い難点があり固体化が要望されている。この要望を満すためには高圧大電流で、かつ、di, dtの大きい素子が要求される。ノーマリーオン形SIサイリスタは前記要求事項を達成し易い素子として期待されていた。今度、SIサイリスタのパルス電源への適用に際しての基礎特性を調査した。この結果、ノーマリーオン形SIサイリスタがパルス電源用デバイスとして有望であることが判ったので報告する。
gakkai-0000000481	高ブレークオーバ・パワー自己保護型サイリスタ	ブレークオーバ・パワー耐量を高めた過電圧自己保護型サイリスタを試作した。試作素子ではパイロットサイリスタ部と補助サイリスタ部の間に、ブレークオーバ・ターンオン時の電流を抑制するための抵抗領域を設けている。この抵抗領域でターンオン初期の発生パワーを分散して消費するため高いブレークオーバ・パワー耐量が得られる。抵抗領域を内蔵させることにより自己保護型サイリスタのブレークオーバ・パワー耐量を抵抗領域を持たない素子に比べて2倍以上に高めることが出来た。
gakkai-0000000484	500V,30A パワーMOSFET	パワーMOSFETがスイッチング電源等に急速に使わ始めてきた。これに伴ない大容量化が要求されるようになってきた。今回、一チップで500V,30Aと云う大容量のパワーMOSFETを開発した。特長は以下に示す通りである。(1)チップサイズ:9^0mm相当(2)入力容量:従来品比20%低減(3)パッケージ:従来品と端子ピッチが同等であるTO-3P相当大型パッケージを採用し、最大消費電力300Wを実現
gakkai-0000000487	電圧型PWMインバータに用いるパワMOSFETの動特性の考察	近年、電力用半導体素子の高速化は著しいものがある。それに伴ない、PWMインバータにおいては、還流ダイオードの蓄積キャリアの放電によるアームの短絡が問題となっている。この短絡電流は、各種の要因により大きく左右され、設計を誤まれば、素子破壊の原因となる。バイポーラトランジスタやMOSFETにおいては、故意にターンオン時間を緩やかにすることによって、蓄積キャリアを緩やかに放電することができる。我々は、この様な制御を行った場合に、スイッチング現象がどの様に変化するか、特にパワMOSFETについて検討したので報告する。
gakkai-0000000490	太陽光発電システムの遮光に対する性能低下(II)	直列接続された太陽電池のうちの1枚が入射光を完全に遮光されると、そのセルは光起電力を失い、逆バイアスされたダイオードとなる。しかし太陽電池モジュールの表面にはモジュールを構造的に強化してセルを保護するために保護ガラスが張られているため完全には遮光されず、保護ガラス側面を通して入る漏洩光により、このセルはフォトダイオードとして動作する。この報告では、円形の遮光板を用いて1枚のセルを遮光率を変えて遮光し、このときのシステムの性能の低下の様子と漏洩光がおよぼす影響を調べた。この結果、漏洩光の影響は遮光率の1, 2乗に比例すること、遮光率が10%ぐらいまでの範囲では漏洩光により出力があまり低下しないことがわかった。
gakkai-0000000493	容量性負荷に対する位相制御	容量性負荷を位相制御した場合の回路動作を解析し、電力・力率特性に関して二、三の考察を行った。負荷がR-C並列接続に近い形の場合には当然考えられるようにサイリスタ点弧時に大きな突入電流が流れ、かつ突入電流の高調波成分によりひずみ電力が増加する結果総合力率が大きく低下することがわかった。実際の交流電源負荷として容量性インピーダンスとみなせるものは一部の特殊例を除きほとんどみあたらないが、本解析結果はサイリスタ回路で転流コンデンサの動作条件を設定する際の資料としても有用と考える。
gakkai-0000000496	入力電圧高調波が逆並列接続コンバータの出力電圧に及ぼす影響	サイクロコンバータにおける入力電圧高調波成分の、出力側に及ぼす影響を検討する一段階として、逆並列接続位相制御コンバータについて、入力電圧高調波の次数、相回転、制御角に応じ、出力側の電圧に現れる高調波成分の次数、大きさ、位相について、シミュレーションにより明らかにした。
gakkai-0000000499	GTOを用いた12パルスコンバータによる変位力率制御	サイリスタコンバータとGTOコンバータを直列に接続し、12パルスコンバータを構成し、サイリスタコンバータを+α、GTOコンバータを-αの点弧角で運転すると、変位力率をほぼ1に保つことができる。 しかし、転流に伴う重なり分だけ1からずれるので、変位力率を計測しフィードバック制御すれば、それを正確に1に保つことができる。 そこで、GTOコンバータの場合の「重なりを求めてみて、変位力率及び力率の特性をとってみた。 さらに、PI制御アルゴリズムを用いて変位力率の制御を行なう際の、最適な比例及び積分ゲインを求め、実測値と比較した。
gakkai-0000000502	PWM制御三相GTOコンバータの力率補償基本特性	最近のコンバータは電源への高調波電流の流出を抑制するため種々の工夫がなされている。ここで提案する電源力率調整機能付きGTOコンバータでも低次高調波抑制のためPWM制御を行なっている。今回、電源に遅れ力率負荷が接続され、本コンバータで直流電力制御と同時に力率補償を行なう場合、そのPWMパルスによって力率補償特性がどのように影響を受けるか実験し、その特性を示す。
gakkai-0000000505	PWMコンバータの静止負荷特性	GTOコンバータでは、パルス幅変調によって入力電流波形はほぼ正弦波にでき、直流電圧を制御できるだけでなく、入力力率も任意に調整できる。本稿では、先に報告した補助GTO付PWMコンバータで静止負荷に対してパターンの変調率制御と位相制御を行った場合の入出力特性について、実験および解析結果を報告する。入力電流は、変調率および点弧角の値にかかわらず常に正弦波となることを示した。また直流電流を一定とした場合の実験および解析結果から、入力力率はコンバータ内のコンデンサ進み電流のため、設定力率より進みとなり、変調率が小さくなるほど顕著となることを示し、変調率と点弧角に対する基礎特性を明らかにした。
gakkai-0000000508	単相PWMコンバータのモデル適合制御を用いた瞬時値電流制御	単相PWMコンバータの入力電流を正弦波にし、入力総合力率1の制御を実現するために、モデル適合制御を用いた電流制御法について述べる。この制御法により定常時はもとより過渡時においても電圧と電流を同位相に制御でき、また適合機構に複素座標変換を導入することでモデルとプラントの回路パラメータが相異している場合にも電流の定常偏差を零にすることができた。制御処理はディジタルシグナルプロセッサのソフトウェアで構築され、制御処理実行時間は68μsecとなる。サンプル周期は127.5μsecとしている。1KW程度の試作システムにより定常状態および過渡状態の実験結果を示している。
gakkai-0000000511	パワーMOSFET単相コンバータの定常特性	先に、MOSFETの寄生ダイオードを利用することによって主回路素子数がMOSFET2個およびダイオード2個の合計4個で済む単相コンバータの基本形を2通り提案した。本稿は、提案した回路構成の1つに対して、高周波スイッチング電流追従形制御を行ったときの特性を報告したものである。その結果、入力電流波形をほとんど正弦波にすることができ、力率も1にできることを明らかにしている。また、ヒステリシス幅および昇圧率等を適当に設定することにより、スイッチング周波数を可聴領域外の20kHz以上にすることができることを明らかにしている。
gakkai-0000000514	12MW GTOパワコンディショナの開発	燃料電池プラント用として世界最大容量12MWGTOパワコンディショナーの開発を行った。自励式インバータの特徴を活かして有効電力ばかりでなく無効電力も同時に制御することができる。新しく開発した5KV-2.5KAのGTOを採用し、18相構成で12MWを実現している。PCS制御装置はマルチCPU構成としており、運転・停止,自動制御などPCS全般の制御保護機能を有する。PCS制御装置は20KWシミュレータと組合せ試験を行い機能を検証した。その後PCSは30MVA 60Hzの発電機と組合せ100時間連続運転を実施した。
gakkai-0000000517	ACサーボモータの漏れ電流を考慮した正弦波PWMインバータ	産業用オートメイションの動力源である位置ぎめ用サーボモータのための正弦波PWMインバータのもれ電流について考慮した。新形パワーデイバイスの登場はACサーボモータの駆動方法に新しい風を送ったが、一方においてPWMキャリア周波数と同じ成分がモータの外部にもれ電流として発生する。本研究はインバータ,コンバータ部に効果的なフィルタを使用して低騒音でもれ電流の少ないシステムについて言及している。
gakkai-0000000520	PWM電流形インバータを用いた誘導機ドライブ	従来のサイリスタ電流形インバータは、120°の通電幅をもった矩形波であり、出力電流には低次高調波が多く含まれていた。本インバータでは、スイッチング素子としてGTOを用い、変調周波数一定のもとでPWM制御を行った。それは、負荷のローパス特性に着目して、スイッチング関数の周波数スペクトルに高調波次数に反比例した重みを乗じた特性関数を定義し、その歪みが最小となるようなPWM法である。PWMパルス幅はオフライン計算に基づいてテーブル化され、可変周波数を1つのテーブルで出力できるようになっている。
gakkai-0000000523	正弦波PWMインバータの一制御法	本報告では、パルス中変調(PWM)方式のインバータで駆動される誘導電動機の電磁騒音を低減する一制御方式を提案しており、理論的解析および実験を通して、その有用性を示している。従来のPWM方式では、キャリア周波数が一定であるため、キャリア周波数に基づく高調波成分が大きなレベルとなって存在しており、モータから大きな電磁騒音が発生していた。本提案の制御方式では、キャリア周波数を順次切り換え、キャリア周波数に基づく高調波成分を分散分布させ、ピークレベルの低減を図り、歪率の低減を図ることにより、モータから発生する電磁騒音を低減するものである。
gakkai-0000000526	三相インバータに用いる同期式ゲート制御回路の一方式	GTOを用いたインバータは、通常のサイリスタを用いたものに比べ、効率が高い、装置の容積を小さくできる等の利点を有しているため、近年、産業の各方面において多用されつつある。しかしGTOはスパイクノイズに弱い。本研究における60£Hz|CVCF専用ゲート制御回路はキャリア信号と正弦波電圧指令信号が同期する完全同期式であるために、スパイクノイズの防止が可能であり、GTOの保護にも有効である。またアナログ、ディジタル混用の回路を用いており、両方の特長を兼ね備えている。アクティブフィルタによって出力された正弦波電圧指令信号は、極めて歪の少ないものであり、そのため負荷に流れる電流波形も高調波成分を少なくすることができる。
gakkai-0000000529	電圧形インバータ用ソフトウェア化PWM制御方式	電圧形インバータ用の全ソフトウェア化PWM制御方式を立案し、実験装置によってその有効性を確認した。そのパルス幅演算アルゴリズムは変調波に対して2つの基準値からの波高値を求め、所定区間をその波高値の比に按分することによって2組のパルス群を求める。この2組のパルス群を交互に用いることによって総合的なパルスパターンとした。一方パルスの出力についてはワンチップマイコンに内蔵されている連想メモリを用い、外部論理回路を一切使用しないワンチップ構成を実現した。
gakkai-0000000532	出力電圧の高調波を低減する電圧追従形インバータ	インバータの出力電圧波形の改善法としては、電圧形インバータにPWM制御の適用が広く用いられている。しかし、その出力は電圧を裁断したパルス列からなるため、負荷電流のリプルや電磁騒音などの問題を生じる。この対策としては、搬送波の高調波化が検討されているが、デットタイムや安定性など考慮すべき問題もある。これに対して筆者らは、電流形インバータに昇圧チョッパの原理を採り入れ、出力電圧を基準正弦波に追従制御する方式を考案した。シミュレーションにより、本方式では連続した波形で正弦波に近い出力電圧を得ることができることを確認したので以下に報告する。
gakkai-0000000535	非同期PWM方式における出力周波数の限界	PWM方式は、不要な周波数成分をキャリア周波数のサイドバンドとして、高い周波数減に移動させることによって波形改善を行う方式である。キャリア周波数を一定にした場合、出力半サイクル中のパルス数はPWMインバータの出力周波数につれて変化するので非同期変調となる。非同期変調方式は多くの特長を有するが、出力周波数限界が与えられていないため、余分な懸念を持たれる場合が多い。本文では非同期PWM方式における出力周波数限界を検討する。
